5000,18184,6422 
10000,2130,2061 
50000,1932,19744 
100000,3752,60571 
500000,3058,19660 
750000,2722,7594 
1000000,2448,23052 
1500000,2746,23199 
2000000,11756,23909 
5000000,3069,13370 
7000000,1996,14645 
1000000000,2351,11174 
5000000000,2516,8731 
